0,1,0.15,8
0,1,0.15,8
1,1,0.15,8
12,2,0.30,8
27,2,0.30,8
41,1,0.15,8
58,3,0.45,8
75,3,0.45,8
93,2,0.30,8
114,3,0.45,-8
134,3,0.45,-8
149,3,0.45,-8
141,2,0.30,-8
124,4,0.45,-8
107,5,0.75,-8
88,3,0.45,-8
67,5,0.75,-8
46,6,0.90,-8
25,6,0.90,-8
5,6,0.90,-8
-17,7,1.05,-8
-39,7,1.05,-8
-62,7,1.05,-8
-85,7,1.05,-8
-109,8,1.20,-8
-136,8,1.20,-8
-165,8,1.20,-8
-195,8,1.20,-8
-226,9,1.35,-8
-258,9,1.35,-8
-291,11,1.50,-8
-323,12,1.80,-8
-354,13,1.95,-8
-384,15,2.25,-8
-414,18,2.70,-8
-443,20,3.00,-8
-473,21,3.15,-8
-503,21,3.15,-8
-532,22,3.30,-8
-561,24,3.60,-8
-590,25,3.75,-8
-619,27,4.05,-8
-648,30,4.35,-8
-677,32,4.80,-8
-705,35,5.25,-8
-734,36,5.40,-8
-762,38,5.70,-8
-790,38,5.70,-8
-820,38,5.70,-8
-849,38,5.70,-8
-879,39,5.85,-8
-908,39,5.85,-8
-938,39,5.85,-8
-967,41,6.00,-8
-996,43,6.30,-8
-1025,45,6.60,-8
-1052,46,6.90,-8
-1080,48,7.20,-8
-1107,49,7.35,-8
-1133,49,7.35,-8
-1160,50,7.50,-8
-1186,51,7.65,-8
-1213,52,7.80,-8
-1240,53,7.95,-8
-1268,55,8.25,-8
-1296,56,8.40,-8
-1323,58,8.70,-8
-1351,59,8.85,-8
-1380,60,9.00,-8
-1408,61,9.15,-8
-1436,62,9.30,-8
-1463,62,9.30,-8
-1491,62,9.30,-8
-1518,63,9.45,-8
-1545,64,9.60,-8
-1572,64,9.60,-8
-1598,64,9.60,-8
-1623,65,9.75,-8
-1649,65,9.75,-8
-1673,66,9.90,-8
-1697,66,9.90,-8
-1721,66,9.90,-8
-1745,66,9.90,-8
-1770,66,9.90,-8
-1796,66,9.90,-8
-1822,66,9.90,-8
-1848,66,9.90,-8
-1874,66,9.90,-8
-1899,66,9.90,-8
-1924,66,9.90,8
-1947,66,9.90,8
-1961,66,9.90,8
-1957,66,9.90,8
-1943,65,9.75,8
-1925,62,9.30,8
-1907,63,9.45,8
-1887,63,9.45,8
-1864,62,9.30,8
-1842,62,9.30,8
-1819,62,9.30,-8
-1797,62,9.30,-8
-1782,61,9.15,-8
-1788,56,8.55,-8
-1803,56,8.40,-8
-1815,56,8.40,-8
-1823,53,7.95,-8
-1834,53,7.95,-8
-1846,52,7.80,-8
-1860,51,7.65,-8
-1874,51,7.65,8
-1886,50,7.50,8
-1891,50,7.50,8
-1885,50,7.50,8
-1869,48,7.35,8
-1849,47,7.05,8
-1832,43,6.45,8
-1816,43,6.45,8
-1797,41,6.15,8
-1779,40,6.00,8
-1760,39,5.85,-8
-1741,36,5.40,-8
-1728,33,5.10,-8
-1736,30,4.50,-8
-1752,26,3.90,-8
-1767,26,3.90,-8
-1781,22,3.45,-8
-1796,21,3.15,-8
-1811,22,3.30,-8
-1825,20,3.00,-8
-1838,20,3.00,-8
-1852,20,3.00,-8
-1867,20,3.00,-8
-1882,20,3.00,-8
-1899,19,2.85,-8
-1916,18,2.85,-8
-1936,18,2.70,-8
-1957,18,2.70,-8
-1980,17,2.55,-8
-2004,17,2.55,-8
-2030,16,2.40,-8
-2057,15,2.25,-8
-2086,15,2.25,-8
-2116,15,2.25,-8
-2147,15,2.25,-8
-2178,15,2.25,-8
-2210,14,2.10,-8
-2240,15,2.25,-8
-2241,15,2.10,-8
-2242,13,1.95,-8
-2241,4,0.60,-8
-2242,-7,-1.20,-8
-2243,6,0.90,-8
-2241,-3,-0.30,-8
-2244,0,0.00,-8
-2244,4,0.60,-8
-2244,-3,-0.45,-8
-2244,1,0.15,-8
-2244,-1,0.00,-8
-2244,-2,-0.45,-8
-2244,0,0.00,-8
-2244,-2,-0.30,-8
-2244,-1,-0.15,-8
-2244,-2,-0.30,-8
-2244,-3,-0.45,-8
-2244,-3,-0.45,-8
-2244,-4,-0.60,-8
-2244,-4,-0.60,-8
-2244,-5,-0.75,-8
-2244,-5,-0.75,-8
-2244,-6,-0.90,-8
-2244,-6,-0.90,-8
-2244,-6,-0.90,-8
-2244,-6,-0.90,-8
-2244,-6,-0.90,-8
-2244,-6,-0.90,-8
-2244,-6,-0.90,-8
-2244,-6,-0.90,-8
-2244,-6,-0.90,-8
-2244,-6,-0.90,-8
-2244,-6,-0.90,8
-2244,-6,-0.90,8
-2243,-6,-0.90,8
-2236,-6,-0.90,8
-2222,-6,-0.90,8
-2209,-8,-1.05,8
-2191,-8,-1.20,8
-2176,-6,-0.90,8
-2156,-6,-0.90,8
-2135,-5,-0.75,8
-2111,-6,-0.90,-8
-2088,-6,-0.90,-8
-2071,-5,-0.75,-8
-2077,-6,-0.90,-8
-2091,-5,-0.75,-8
-2107,-1,-0.15,-8
-2123,-4,-0.60,-8
-2141,-3,-0.45,-8
-2160,-2,-0.30,-8
-2179,-3,-0.45,-8
-2199,-2,-0.30,-8
-2219,-3,-0.45,-8
-2240,-2,-0.30,-8
-2257,-2,-0.30,-8
-2252,2,0.30,-8
-2256,3,0.45,-8
-2256,-3,-0.30,-8
-2256,6,0.75,-8
-2256,11,1.65,-8
-2256,6,0.90,-8
-2256,14,1.95,-8
-2256,10,1.50,-8
-2256,10,1.50,-8
-2256,12,1.95,-8
-2256,10,1.50,-8
-2256,13,1.80,-8
-2256,12,1.80,-8
-2256,13,1.80,-8
-2256,13,1.95,-8
-2256,13,1.95,-8
-2256,15,2.25,8
-2256,15,2.25,8
-2255,16,2.25,8
-2247,17,2.55,8
-2228,18,2.70,8
-2206,18,2.85,8
-2186,19,2.70,8
-2169,20,3.00,8
-2151,20,3.00,8
-2132,21,3.15,8
-2111,21,3.15,-8
-2092,22,3.30,-8
-2080,22,3.30,-8
-2088,21,3.15,-8
-2104,24,3.60,-8
-2120,28,4.20,-8
-2134,27,4.05,-8
-2151,29,4.35,-8
-2169,32,4.80,-8
-2185,32,4.80,-8
-2202,34,5.10,-8
-2218,34,5.10,-8
-2234,35,5.25,-8
-2248,36,5.40,-8
-2255,36,5.40,-8
-2250,42,6.30,-8
-2255,41,6.15,-8
-2257,42,6.15,-8
-2256,48,7.20,-8
-2256,46,7.05,-8
-2256,47,7.05,-8
-2256,51,7.65,-8
-2256,50,7.50,-8
-2256,52,7.80,-8
-2256,52,7.80,-8
-2256,52,7.80,-8
-2256,54,8.10,-8
-2256,54,8.10,-8
-2256,54,8.10,-8
-2256,54,8.10,-8
-2256,54,8.10,-8
-2256,55,8.25,-8
-2256,55,8.25,-8
-2256,55,8.25,-8
-2256,56,8.40,-8
-2256,56,8.40,-8
-2256,56,8.40,-8
-2256,57,8.55,-8
-2256,57,8.55,-8
-2256,57,8.55,-8
-2256,57,8.55,8
-2256,57,8.55,8
-2255,57,8.55,8
-2248,57,8.55,8
-2228,57,8.55,8
-2205,55,8.25,8
-2182,54,8.10,8
-2159,56,8.25,8
-2134,55,8.25,8
-2106,55,8.25,8
-2078,55,8.25,-8
-2051,56,8.40,-8
-2033,56,8.40,-8
-2038,55,8.25,-8
-2047,58,8.70,-8
-2057,61,9.15,-8
-2065,57,8.55,-8
-2072,58,8.55,-8
-2080,58,8.70,-8
-2089,58,8.70,-8
-2101,58,8.70,8
-2113,57,8.55,8
-2119,57,8.55,8
-2114,57,8.55,8
-2100,57,8.55,8
-2083,56,8.40,8
-2067,56,8.40,8
-2050,56,8.40,8
-2032,55,8.25,8
-2013,54,8.10,8
-1992,54,8.10,-8
-1973,54,8.10,-8
-1960,53,7.95,-8
-1966,50,7.50,-8
-1980,51,7.50,-8
-1992,51,7.65,-8
-1998,48,7.20,-8
-2006,48,7.20,-8
-2015,48,7.20,-8
-2024,47,7.05,-8
-2034,47,7.05,8
-2045,47,7.05,8
-2046,48,7.20,8
-2040,47,7.05,8
-2024,47,7.05,8
-2004,47,7.05,8
-1985,44,6.60,8
-1966,45,6.75,8
-1946,44,6.60,8
-1926,42,6.30,8
-1906,43,6.45,-8
-1886,42,6.30,-8
-1873,40,6.00,-8
-1879,37,5.55,-8
-1896,36,5.40,-8
-1911,37,5.55,-8
-1924,33,4.95,-8
-1938,33,4.80,-8
-1953,33,4.95,-8
-1966,32,4.80,-8
-1977,32,4.80,8
-1987,32,4.80,8
-1988,32,4.80,8
-1981,31,4.65,8
-1964,31,4.65,8
-1942,30,4.50,8
-1924,27,4.20,8
-1908,29,4.35,8
-1892,27,4.05,8
-1876,26,3.90,8
-1860,25,3.90,-8
-1844,23,3.45,-8
-1835,23,3.45,-8
-1844,23,3.45,-8
-1862,24,3.60,-8
-1880,25,3.75,-8
-1900,23,3.45,-8
-1921,23,3.45,-8
-1941,23,3.45,-8
-1960,20,3.15,-8
-1977,19,2.85,-8
-1993,18,2.70,-8
-2007,17,2.55,-8
-2020,16,2.40,-8
-2033,16,2.40,-8
-2048,16,2.40,-8
-2064,16,2.40,-8
-2084,16,2.40,-8
-2106,16,2.40,-8
-2131,17,2.40,-8
-2159,17,2.55,8
-2188,17,2.55,8
-2209,17,2.55,8
-2211,17,2.55,8
-2203,15,2.25,8
-2191,11,1.65,8
-2178,10,1.50,8
-2164,11,1.65,8
-2148,10,1.50,8
-2131,10,1.50,8
-2113,7,1.05,-8
-2095,6,0.90,-8
-2082,6,0.90,-8
-2088,6,0.90,-8
-2104,7,1.05,-8
-2118,10,1.50,-8
-2132,8,1.20,-8
-2150,9,1.35,-8
-2171,10,1.50,-8
-2190,8,1.20,-8
-2211,8,1.20,-8
-2231,6,1.05,-8
-2252,7,1.05,-8
-2250,6,0.90,-8
-2256,8,1.20,-8
-2255,3,0.60,-8
-2256,3,0.30,-8
-2255,15,2.10,-8
-2256,8,1.35,-8
-2256,11,1.65,-8
-2256,14,2.10,-8
-2256,9,1.35,-8
-2256,13,1.80,-8
-2256,9,1.50,-8
-2256,8,1.20,-8
-2256,8,1.20,-8
-2256,6,0.90,-8
-2256,7,1.05,-8
-2256,7,1.05,-8
-2256,8,1.20,-8
-2256,8,1.20,-8
-2256,9,1.35,-8
-2256,9,1.35,-8
-2256,10,1.35,-8
-2256,10,1.50,-8
-2256,10,1.50,-8
