R,yc
4,5.8849
4,5.7976
4,5.5103
4,5.5113
4,5.3908
4,5.1178
4,5.1014
8,4.9121
8,4.8144
8,4.9131
8,5.1086
8,5.2083
8,5.5015
8,5.5024
8,5.792
8,5.8906
8,5.9048
8,5.9883
8,6.082
8,6.1016
8,6.1757
8,6.1994
8,6.2832
8,6.2882
8,6.2882
8,6.2933
8,6.3767
8,6.2983
8,6.386
8,6.3084
8,6.464
8,6.4075
8,6.3758
8,6.4795
8,6.3869
8,6.3962
8,6.4743
8,6.3972
8,6.4065
8,6.5781
8,6.3911
8,6.4691
8,6.4023
8,6.5003
8,6.4795
8,6.3921
8,6.4847
4,6.4013
4,6.5624
4,6.3911
4,6.1855
4,6.1212
4,5.8755
4,5.8069
4,5.6943
4,5.6092
4,5.3135
4,5.3018
4,5.1055
4,5.0189
4,4.8183
4,4.8105
4,4.6328
4,4.5192
4,4.3272
4,4.3159
4,4.2318
4,4.1198
4,4.0286
4,3.9394
4,3.9205
4,3.6445
4,3.7335
4,3.7305
4,3.5455
4,3.5352
4,3.5285
4,3.4438
4,3.3432
4,3.4365
4,3.2419
4,3.442
4,3.2428
4,3.3352
4,3.2444
4,3.2428
4,3.2444
4,3.2454
4,3.2419
4,3.1466
4,3.2428
4,3.1441
4,3.3352
4,3.1466
4,3.2419
4,3.1441
4,3.1466
4,3.2454
4,3.1416
4,3.1416
4,3.2367
4,3.2454
4,3.1492
4,3.1441
4,3.2444
4,3.1441
4,3.1492
8,3.1441
8,3.2376
8,3.4411
8,3.8199
8,4.3297
8,4.5166
8,4.9082
8,5.2041
8,5.2115
8,5.4927
4,5.6943
4,5.6989
4,5.8153
4,5.5877
4,5.5147
4,5.4047
4,5.2115
4,5.1045
4,5.0068
4,4.8221
4,4.7091
4,4.6254
4,4.4215
4,4.4215
4,4.2343
4,4.2183
4,4.124
4,4.0373
4,3.9277
4,3.8312
8,3.7364
8,3.8352
8,3.7394
8,4.2183
8,4.6143
8,4.9013
8,5.1127
8,5.2975
8,5.498
8,5.6092
8,5.7874
8,5.8812
8,6.0085
8,5.9931
8,6.0869
8,6.1163
8,6.1747
8,6.2882
8,6.2882
8,6.2882
4,6.2933
4,6.3869
4,6.2832
4,6.1846
4,5.9001
4,5.9048
4,5.792
4,5.5201
4,5.4937
4,5.2198
4,5.2073
4,4.9988
4,5.0189
4,4.8183
4,4.6106
4,4.5338
4,4.513
4,4.4286
4,4.2251
4,4.123
4,4.1263
4,3.9331
4,3.934
4,3.7455
4,3.8199
4,3.6435
4,3.6328
4,3.5398
4,3.5342
4,3.4365
4,3.4438
4,3.4365
4,3.3459
4,3.4383
4,3.2454
4,3.3406
4,3.2454
4,3.2367
4,3.3406
4,3.2454
8,3.2393
8,3.2376
8,3.4383
8,3.934
8,4.2241
8,4.6979
8,4.9121
8,5.2124
8,5.3008
8,5.5069
4,5.6807
4,5.8106
4,5.7126
4,5.7689
4,5.5069
4,5.3188
4,5.2965
4,5.1137
4,4.9121
4,4.9131
8,4.7195
8,4.618
8,4.6254
8,4.9948
8,5.2166
8,5.4037
8,5.498
8,5.6934
8,5.8069
8,5.9001
8,5.9644
8,6.0967
8,6.082
8,6.1114
8,6.2782
8,6.2832
8,6.2882
8,6.2933
8,6.2933
8,6.386
8,6.3921
8,6.3656
8,6.4075
8,6.4065
8,6.4743
8,6.3869
8,6.4116
8,6.5624
8,6.3962
8,6.4691
8,6.4023
8,6.5666
8,6.3921
8,6.5729
8,6.4116
8,6.4691
8,6.4847
8,6.4899
8,6.4795
8,6.4023
8,6.5666
8,6.4023
8,6.5666
8,6.4075
8,6.5562
8,6.4075
8,6.5676
8,6.4013
8,6.5729
8,6.4065
4,6.5676
4,6.4065
4,6.4691
4,6.2832
4,6.1114
4,5.9749
4,5.8106
4,5.708
4,5.6002
4,5.4037
4,5.2031
4,5.2031
4,5.0158
4,4.9161
4,4.8105
4,4.6291
4,4.5156
4,4.4286
4,4.3272
4,4.2217
8,4.214
8,4.0351
8,4.0254
8,4.6106
8,4.7195
8,5.1137
8,5.1948
8,5.5069
8,5.6943
8,5.6002
4,5.9048
4,5.8812
4,5.9048
4,5.8944
4,5.6101
4,5.5015
4,5.4004
4,5.1086
4,5.1096
4,5.1086
4,4.8183
4,4.7091
4,4.6291
4,4.5156
4,4.4286
4,4.3272
4,4.1263
4,4.123
4,4.0318
4,3.9268
8,3.8352
8,3.7364
8,3.9299
8,4.2183
8,4.7091
8,4.9082
8,5.2115
8,5.2975
8,5.5069
8,5.6888
4,5.708
4,5.9143
4,5.8953
4,5.792
4,5.5157
4,5.5024
4,5.3994
4,5.2156
4,5.0028
4,4.9249
4,4.9121
4,4.6106
4,4.6254
4,4.5202
4,4.3297
4,4.2183
4,4.133
4,4.1263
4,4.0351
4,3.9299
4,3.7374
4,3.8251
4,3.6416
4,3.627
4,3.5455
4,3.5342
4,3.4383
4,3.4448
4,3.4338
4,3.3406
8,3.4466
8,3.2351
8,3.5398
8,4.0222
8,4.418
8,4.7232
8,4.9053
8,5.1948
8,5.4037
8,5.5024
8,5.7966
8,5.792
8,5.8906
8,6.0133
8,5.9787
8,6.1945
8,6.1707
8,6.2983
8,6.1796
8,6.3921
8,6.2782
8,6.3911
8,6.3034
8,6.3869
8,6.3758
8,6.4795
8,6.3972
8,6.4795
8,6.3962
8,6.3869
4,6.5729
4,6.3962
4,6.4743
4,6.1905
4,6.1153
4,5.9845
4,5.792
4,5.6092
4,5.5877
4,5.4211
8,5.3018
8,5.0963
8,5.1137
8,5.3135
8,5.5024
8,5.6943
8,5.6989
8,5.9048
8,5.9835
8,6.0869
8,5.9979
8,6.1955
8,6.2682
8,6.1895
8,6.2983
8,6.2832
8,6.3869
8,6.2983
8,6.3962
8,6.4691
4,6.3767
4,6.3962
4,6.2933
4,6.2782
4,6.0967
4,5.9001
4,5.7126
4,5.6898
4,5.5059
4,5.3103
8,5.3103
8,5.1086
8,5.1096
8,5.2975
8,5.5059
8,5.5922
8,5.8059
8,5.7874
8,6.0037
8,6.0772
4,6.0908
4,6.0967
4,6.0967
4,6.0918
4,5.793
4,5.7116
4,5.5024
4,5.498
4,5.224
4,5.199
8,5.0189
8,4.9092
8,4.9043
8,5.1014
8,5.4211
8,5.498
8,5.6943
8,5.8106
8,5.8953
8,5.8859
8,6.1846
8,5.9883
8,6.1955
8,6.2782
8,6.2832
8,6.2933
8,6.2832
8,6.3034
8,6.386
8,6.3818
4,6.3809
4,6.3869
4,6.3911
4,6.1955
4,6.0772
4,5.9095
4,5.7162
4,5.6807
4,5.5069
4,5.306
8,5.2156
8,5.1004
8,5.1219
8,5.3865
8,5.4124
8,5.6056
8,5.7735
8,5.9001
8,5.8906
8,6.0123
4,6.1658
4,6.0027
4,6.1796
4,6.0133
4,5.792
4,5.6092
4,5.5967
4,5.4081
4,5.2073
4,5.1014
8,5.0189
8,4.92
8,4.921
8,5.0923
8,5.4004
8,5.5059
8,5.5967
8,5.7874
8,5.8859
8,6.0027
8,6.0133
8,6.0665
8,6.0967
8,6.1905
8,6.3034
8,6.2682
8,6.2933
8,6.2933
8,6.386
8,6.3186
4,6.4485
4,6.3869
4,6.2933
4,6.1895
4,6.0037
4,5.8896
4,5.7976
4,5.5113
4,5.5059
4,5.3018
4,5.2073
4,5.0108
4,5.035
4,4.7091
4,4.7081
4,4.6217
4,4.425
4,4.4357
4,4.2149
4,4.2251
4,4.0276
4,3.9372
4,3.9299
4,3.8322
4,3.6377
4,3.7305
4,3.6386
4,3.5342
4,3.537
4,3.3459
8,3.4365
8,3.4393
8,3.5285
8,4.0373
8,4.4144
8,4.7091
8,5.0149
8,5.1907
8,5.4211
8,5.4893
8,5.792
8,5.7035
8,5.8906
8,6.0967
8,5.9883
8,6.1905
8,6.1114
8,6.2682
8,6.1895
8,6.2933
4,6.2882
4,6.3869
4,6.2822
4,6.1905
4,5.9001
4,5.9048
4,5.6888
4,5.6101
4,5.4081
4,5.3188
4,5.0963
4,5.1178
4,4.8183
4,4.9043
4,4.6217
4,4.5166
4,4.4286
4,4.3263
4,4.3263
4,4.1207
4,4.0373
4,3.9277
4,3.9299
4,3.8352
4,3.6318
4,3.7364
4,3.6386
4,3.5342
4,3.5314
4,3.3432
8,3.4476
8,3.431
8,3.5398
8,4.0244
8,4.4215
8,4.7129
8,5.0068
8,5.1014
8,5.5015
8,5.5069
8,5.6852
8,5.7966
8,5.9048
8,6.0918
8,5.9835
8,6.1905
8,6.1065
8,6.2732
8,6.2882
8,6.2933
8,6.2782
8,6.3034
8,6.4691
8,6.386
8,6.2983
8,6.4795
8,6.4847
8,6.3869
8,6.4795
8,6.386
4,6.4229
4,6.5509
4,6.3084
4,6.2933
4,6.0723
4,5.9989
4,5.7071
4,5.793
4,5.5191
4,5.4047
8,5.2115
8,5.0923
8,5.2124
8,5.3093
8,5.4937
8,5.6047
8,5.793
8,5.9038
8,5.9893
8,6.0027
8,6.0772
8,6.1065
8,6.2782
8,6.2044
8,6.2832
8,6.3034
8,6.3818
8,6.2933
8,6.4743
8,6.386
8,6.2983
8,6.4701
8,6.4951
8,6.3911
8,6.4795
8,6.3921
8,6.4743
8,6.4899
8,6.4013
8,6.5676
8,6.4013
8,6.5624
8,6.4065
8,6.5781
8,6.3809
8,6.5887
8,6.3818
8,6.5824
8,6.3869
8,6.5877
4,6.3869
4,6.593
4,6.3034
4,6.2732
4,6.1905
4,6.0123
4,5.7827
4,5.6237
4,5.5912
4,5.4167
8,5.2891
8,5.2156
8,5.1178
8,5.2923
8,5.5024
8,5.6943
8,5.6989
8,5.9086
8,5.9797
8,6.0967
8,5.9883
8,6.1905
8,6.2832
8,6.1895
8,6.2882
8,6.3869
8,6.2983
8,6.2933
8,6.3809
8,6.4795
4,6.3818
4,6.3911
4,6.3767
4,6.2144
4,6.0772
4,5.9048
4,5.708
4,5.7071
4,5.4893
4,5.4037
8,5.2083
8,5.1127
8,5.1137
8,5.3135
8,5.409
8,5.6843
8,5.6989
8,5.9001
8,5.9883
8,5.9797
4,6.1065
4,6.1747
4,6.1114
4,5.8859
4,5.9048
4,5.6898
4,5.5103
4,5.3961
4,5.3135
4,5.1178
8,5.0068
8,4.9161
8,4.9053
8,5.2031
8,5.2073
8,5.5024
8,5.7966
8,5.6898
8,5.9001
8,5.9979
4,5.9989
4,6.1846
4,5.9941
4,5.8953
4,5.9038
4,5.5967
4,5.5059
4,5.4134
4,5.2073
4,5.1045
4,5.0189
4,4.8221
4,4.7129
4,4.6143
4,4.618
4,4.3228
4,4.3377
4,4.1263
4,4.2149
4,3.9362
8,3.9362
8,3.9142
8,3.934
8,4.3228
8,4.7195
8,5.0078
8,5.2031
8,5.3908
8,5.5157
8,5.6934
4,5.793
4,5.9048
4,5.8944
4,5.793
4,5.6137
4,5.4893
4,5.2115
4,5.3103
4,5.0149
4,4.9121
8,4.8183
8,4.7242
8,4.8144
8,5.0108
8,5.2031
8,5.3951
8,5.6898
8,5.6137
8,5.8906
8,5.9048
8,5.9979
8,6.0675
8,6.1114
8,6.1806
8,6.2933
8,6.2782
8,6.2933
8,6.2882
8,6.386
8,6.2933
4,6.4743
4,6.3921
4,6.3911
4,6.1905
4,6.0075
4,5.8906
4,5.8153
4,5.6047
4,5.5113
4,5.3951
4,5.2073
4,5.0118
4,5.0149
4,4.8105
4,4.7232
4,4.7091
4,4.4357
4,4.3228
4,4.3228
4,4.2217
4,4.0318
4,4.1198
4,3.8291
4,3.8445
4,3.8281
4,3.6416
4,3.6241
4,3.6377
4,3.5398
4,3.442
4,3.4448
4,3.4355
4,3.3379
4,3.3486
4,3.3352
4,3.3432
4,3.2402
4,3.3406
4,3.2444
4,3.2402
8,3.2471
8,3.2376
8,3.4393
8,4.0212
8,4.3203
8,4.5301
8,5.0028
8,5.2031
8,5.3961
8,5.5015
8,5.6943
8,5.8106
8,5.8906
8,5.9893
8,6.0918
8,6.1846
8,6.1065
8,6.1747
8,6.2983
8,6.2832
4,6.3818
4,6.2933
4,6.2882
4,6.1895
4,5.9989
4,5.9143
4,5.6888
4,5.6192
4,5.3908
4,5.3178
4,5.2041
4,5.0068
4,5.0189
4,4.7195
4,4.7167
4,4.6217
4,4.4215
4,4.3193
4,4.3263
4,4.0318
8,4.1263
8,4.0254
8,4.0351
8,4.5084
8,4.8183
8,5.0108
8,5.2208
8,5.4839
8,5.5069
8,5.7827
8,5.8906
8,5.8953
8,5.9979
8,6.0869
8,6.1955
8,6.1796
8,6.2882
8,6.2882
8,6.2933
8,6.2732
8,6.3972
8,6.3911
8,6.4795
8,6.2983
8,6.4795
8,6.4795
8,6.3972
8,6.464
8,6.4065
8,6.5729
4,6.4023
4,6.4743
4,6.4899
4,6.1895
4,6.0967
4,6.0918
4,5.7035
4,5.7966
4,5.5157
4,5.3951
4,5.3145
4,5.1086
4,5.0189
4,5.0108
4,4.728
4,4.7195
4,4.513
4,4.3297
4,4.4215
4,4.2251
8,4.1198
8,4.0254
8,4.2284
8,4.418
8,4.8183
8,5.1127
8,5.3018
8,5.4849
8,5.6047
8,5.6943
8,5.8953
8,6.0027
8,5.9979
8,6.082
8,6.1114
8,6.2732
8,6.2832
8,6.2842
8,6.2983
8,6.2933
8,6.3758
8,6.4785
8,6.4033
8,6.386
8,6.4785
8,6.393
8,6.3911
8,6.5624
8,6.3962
8,6.5834
8,6.3962
8,6.4857
8,6.4993
8,6.4753
8,6.4837
8,6.5781
8,6.3962
8,6.5676
8,6.4116
8,6.5624
8,6.5045
8,6.465
8,6.594
8,6.4889
8,6.4701
8,6.5045
8,6.5729
8,6.3962
8,6.5729
8,6.4857
8,6.4733
8,6.5834
8,6.5013
8,6.4733
8,6.4857
8,6.5814
8,6.4084
8,6.5762
8,6.5729
8,6.386
4,6.5834
4,6.4909
4,6.4837
4,6.2933
4,6.0976
4,5.9931
4,5.8023
4,5.7864
4,5.5157
4,5.5024
8,5.2923
8,5.2156
8,5.2031
8,5.2985
8,5.6092
8,5.6002
8,5.8906
8,5.8953
8,5.8953
8,6.1806
8,6.0075
8,6.2782
8,6.1905
8,6.2913
8,6.2732
8,6.393
8,6.3084
8,6.3809
8,6.3962
8,6.4701
8,6.4013
8,6.4701
8,6.3962
8,6.4785
8,6.4909
8,6.4065
8,6.5624
8,6.4013
8,6.5676
8,6.4065
8,6.5676
8,6.3911
8,6.5729
8,6.4961
8,6.4837
8,6.5834
8,6.386
8,6.5887
8,6.4941
8,6.4701
4,6.4993
4,6.5624
4,6.3982
4,6.2863
4,6.083
4,6.0172
4,5.8953
4,5.6002
4,5.5957
4,5.4047
4,5.4047
4,5.1158
4,5.0118
4,4.9121
4,4.826
4,4.6301
4,4.6133
4,4.418
4,4.3342
4,4.2207
4,4.226
4,4.0267
4,3.9309
4,3.934
4,3.7364
4,3.7335
4,3.7245
4,3.6386
4,3.536
4,3.5408
4,3.4438
4,3.4328
4,3.4458
4,3.3379
4,3.3379
4,3.3432
4,3.3406
4,3.2454
4,3.3326
4,3.2435
8,3.248
8,3.2428
8,3.4355
8,3.9246
8,4.3203
8,4.7185
8,4.9998
8,5.1014
8,5.5024
8,5.5093
4,5.6999
4,5.8003
4,5.7976
4,5.6862
4,5.6047
4,5.3093
4,5.305
4,5.224
4,5.0158
4,4.8029
8,4.8183
8,4.7091
8,4.6207
8,5.0078
8,5.2156
8,5.3984
8,5.6021
8,5.6002
8,5.8049
8,5.9979
4,5.9664
4,6.1055
4,5.9883
4,5.8953
4,5.8162
4,5.6047
4,5.4937
4,5.4047
4,5.2073
4,5.1076
4,4.918
4,4.8183
4,4.8105
4,4.6244
4,4.4322
4,4.4039
4,4.2275
4,4.2328
4,4.1263
4,4.0318
8,3.934
8,3.8373
8,4.0254
8,4.3149
8,4.728
8,4.9082
8,5.2943
8,5.305
8,5.6002
8,5.709
8,5.8906
8,5.9001
8,5.9835
8,6.0762
8,6.1123
8,6.1787
8,6.2832
8,6.2882
8,6.2933
8,6.2882
4,6.3982
4,6.4579
4,6.2933
4,6.1855
4,6.0957
4,5.8069
4,5.7025
4,5.7044
4,5.5024
4,5.3008
4,5.224
4,4.9998
4,5.0179
4,4.8105
4,4.728
4,4.6207
4,4.425
4,4.4109
4,4.2294
4,4.2207
8,4.0351
8,4.1132
8,4.0318
8,4.425
8,4.9121
8,4.9958
8,5.3135
8,5.3961
8,5.5957
8,5.7976
4,5.8934
4,5.8812
4,5.9095
4,5.8023
4,5.6979
4,5.5157
4,5.3918
4,5.2198
4,5.1137
4,4.9979
4,4.8299
4,4.7129
4,4.7242
4,4.418
4,4.5229
4,4.3169
4,4.1297
4,4.123
4,4.0318
4,3.9352
4,3.827
4,3.7455
4,3.819
4,3.5522
4,3.6357
4,3.5389
4,3.5352
4,3.4383
4,3.4383
4,3.3432
8,3.4375
8,3.2409
8,3.5408
8,4.0254
8,4.4109
8,4.7147
8,4.9102
8,5.2073
8,5.4071
8,5.4937
8,5.793
8,5.793
8,6.0027
8,5.8859
8,6.1935
8,6.0928
8,6.1905
8,6.2832
8,6.2782
8,6.2933
8,6.2882
8,6.2983
8,6.4013
8,6.4682
8,6.3982
8,6.386
8,6.4785
8,6.393
8,6.4013
8,6.5676
8,6.4065
8,6.5676
8,6.3962
8,6.4805
8,6.4941
8,6.4598
8,6.5045
8,6.4753
8,6.4993
8,6.4805
8,6.3962
8,6.5781
8,6.3962
8,6.5624
8,6.4013
8,6.5571
8,6.4065
8,6.5781
8,6.4941
8,6.4701
8,6.515
8,6.4753
8,6.4889
8,6.4805
8,6.4941
8,6.5676
8,6.3828
8,6.5867
8,6.4084
8,6.5709
4,6.4033
4,6.5604
4,6.4084
4,6.2882
4,6.1737
4,5.995
4,5.8049
4,5.6953
4,5.5957
4,5.4028
8,5.3155
8,5.1096
8,5.2198
8,5.3984
8,5.5024
8,5.5912
8,5.8069
8,5.8859
8,6.0075
8,6.0665
4,6.1123
4,6.1855
4,6.1787
4,5.9998
4,5.8003
4,5.7044
4,5.5912
4,5.4114
4,5.3027
4,5.2198
8,5.0099
8,4.9062
8,5.0179
8,5.1178
8,5.3812
8,5.5024
8,5.7044
8,5.791
8,5.9001
8,5.9998
8,6.0762
8,6.1006
8,6.1855
8,6.1757
8,6.2832
8,6.2933
8,6.3809
8,6.3034
8,6.3809
8,6.3879
4,6.4837
4,6.386
4,6.3084
4,6.2682
4,6.0928
4,5.8953
4,5.7071
4,5.7044
4,5.5137
4,5.3155
4,5.3008
4,5.1137
4,4.9004
4,4.9259
4,4.7185
4,4.5192
4,4.6152
4,4.3272
4,4.3218
4,4.2227
4,4.0351
4,4.0267
4,3.9309
4,3.8404
4,3.8331
4,3.6357
4,3.6367
4,3.6212
4,3.5465
4,3.4355
4,3.5437
4,3.4383
4,3.3406
4,3.3567
4,3.4246
4,3.2428
4,3.3432
4,3.3406
4,3.248
4,3.2454
8,3.2331
8,3.2454
8,3.5408
8,3.9258
8,4.3065
8,4.6226
8,4.9082
8,5.2073
8,5.3984
8,5.5113
4,5.6999
4,5.8906
4,5.6979
4,5.7976
4,5.498
4,5.4245
4,5.1907
4,5.1219
4,5.1096
4,4.8144
4,4.8144
4,4.6207
4,4.6189
4,4.4215
4,4.3253
4,4.2227
4,4.123
4,4.0351
4,4.0286
4,3.8312
4,3.8362
4,3.7364
4,3.6396
4,3.6299
4,3.6416
4,3.5323
4,3.3459
4,3.5389
4,3.4403
4,3.3406
8,3.3432
8,3.3299
8,3.536
8,4.0318
8,4.4144
8,4.7318
8,4.9979
8,5.2115
8,5.3918
8,5.6047
8,5.6002
8,5.9048
8,5.8765
8,6.0928
8,6.1006
8,6.1855
8,6.1787
8,6.2832
8,6.2983
8,6.2832
8,6.3828
8,6.2983
8,6.4013
8,6.463
8,6.3982
8,6.4785
8,6.4805
8,6.4013
8,6.5676
8,6.3962
4,6.4805
4,6.4941
4,6.4701
4,6.1935
4,6.0976
4,6.0075
4,5.793
4,5.7864
4,5.5113
4,5.4047
4,5.3221
4,5.0892
4,5.126
4,4.8144
4,4.9082
4,4.6207
4,4.5284
4,4.425
4,4.3287
4,4.2125
8,4.2241
8,4.0286
8,4.1263
8,4.5192
8,4.8067
8,5.1096
8,5.3112
8,5.3855
8,5.709
8,5.7025
4,5.7791
4,6.0957
4,5.8953
4,5.793
4,5.7162
4,5.5024
4,5.3961
4,5.2198
4,5.1035
4,5.0118
8,4.9082
8,4.7242
8,4.8067
8,5.0158
8,5.305
8,5.5024
8,5.5868
8,5.6979
8,5.7976
8,5.9931
4,6.0879
4,5.9979
4,6.1885
4,5.9001
4,5.793
4,5.6137
4,5.498
4,5.409
4,5.2031
4,5.1096
8,5.1158
8,4.8144
8,4.9062
8,5.2073
8,5.3008
8,5.5113
8,5.6979
8,5.7883
8,5.9048
8,5.9883
8,5.9979
8,6.083
8,6.1935
8,6.2104
8,6.2832
8,6.2732
8,6.2933
8,6.4805
8,6.2983
8,6.3758
4,6.4116
4,6.4598
4,6.4013
4,6.1806
4,6.0123
4,6.0075
4,5.7883
4,5.5957
4,5.5069
4,5.4028
8,5.2073
8,5.1096
8,5.1137
8,5.409
8,5.5113
8,5.5912
8,5.8003
8,5.9001
8,5.8953
8,6.1806
8,5.9979
8,6.2732
8,6.1855
8,6.3084
8,6.2832
8,6.2782
8,6.3911
8,6.386
8,6.3034
8,6.465
8,6.4013
8,6.4753
8,6.4889
8,6.3911
8,6.465
8,6.5045
8,6.4701
8,6.5045
8,6.4598
8,6.5045
4,6.4805
4,6.4909
4,6.3911
4,6.2732
4,6.1006
4,6.0172
4,5.7837
4,5.7883
4,5.5157
4,5.5005
4,5.2218
4,5.0872
4,5.1301
4,4.8105
4,4.9121
4,4.6189
4,4.5229
4,4.425
4,4.3342
4,4.2173
4,4.2227
4,4.0299
4,3.9403
4,3.9309
4,3.8312
4,3.6299
4,3.7364
4,3.6299
4,3.5389
4,3.5323
4,3.5417
4,3.3479
4,3.4411
4,3.4301
4,3.2559
4,3.4301
4,3.248
4,3.2454
4,3.3352
4,3.2435
8,3.2402
8,3.3432
8,3.432
8,3.9384
8,4.3031
8,4.6207
8,5.0199
8,5.1907
8,5.4047
8,5.5005
8,5.6953
8,5.8143
8,5.8859
8,6.0928
8,5.9883
8,6.1955
8,6.1836
8,6.2204
8,6.2882
8,6.2832
4,6.3758
4,6.3777
4,6.386
4,6.0908
4,6.1074
4,5.793
4,5.7025
4,5.6979
4,5.409
4,5.3306
8,5.1948
8,5.1055
8,5.0973
8,5.3178
8,5.4893
8,5.6047
8,5.793
8,5.8069
8,5.9787
8,6.0027
4,6.1855
4,6.1104
4,6.1955
4,5.9931
4,5.7976
4,5.8003
4,5.6021
4,5.3984
4,5.3155
4,5.0994
8,5.1178
8,5.0078
8,4.8105
8,5.3135
8,5.3008
8,5.5069
8,5.7883
8,5.793
8,5.8934
8,6.0046
8,6.0762
8,6.0976
8,6.2933
8,6.1836
8,6.2782
8,6.393
8,6.2983
8,6.386
8,6.386
8,6.3758
4,6.393
4,6.4889
4,6.386
4,6.2933
4,5.9902
4,5.9076
4,5.8906
4,5.6111
4,5.4873
4,5.4264
4,5.1948
4,5.2115
4,4.9082
4,5.0158
4,4.7242
4,4.5192
4,4.617
4,4.3307
4,4.3238
4,4.3115
8,4.0351
8,4.123
8,4.0351
8,4.6079
8,4.8105
8,5.0179
8,5.199
8,5.5157
8,5.5823
8,5.793
8,5.9001
8,6.0027
8,6.0733
8,6.0908
8,6.2004
8,6.1905
8,6.2933
8,6.2632
8,6.3911
8,6.2933
8,6.3809
8,6.4909
8,6.3911
8,6.4013
8,6.4701
8,6.3911
8,6.5781
8,6.3809
8,6.5887
8,6.3758
4,6.5834
4,6.3911
4,6.3962
4,6.3777
4,6.1055
4,6.0075
4,5.8023
4,5.7883
4,5.6092
4,5.4114
4,5.2031
4,5.2115
4,5.0078
4,5.0139
4,4.8144
4,4.6226
4,4.5229
4,4.5156
4,4.3272
4,4.2309
4,4.1382
4,4.0222
4,4.0202
4,3.8424
4,3.8251
4,3.8312
4,3.6416
4,3.6386
4,3.5408
4,3.536
8,3.538
8,3.4383
8,3.627
8,4.1263
8,4.4074
8,4.8183
8,5.0078
8,5.3093
8,5.4893
8,5.6002
8,5.6979
8,5.8906
8,6.0027
8,6.0928
8,6.0811
8,6.2004
8,6.1905
8,6.3034
8,6.2682
8,6.3911
8,6.2882
8,6.4753
8,6.3962
8,6.4013
8,6.4805
8,6.386
8,6.4013
8,6.5729
8,6.4013
8,6.5624
8,6.4013
8,6.5676
8,6.4116
8,6.5624
8,6.4909
8,6.4941
8,6.5676
8,6.386
8,6.5781
8,6.4993
8,6.4805
8,6.4993
8,6.5624
8,6.3962
8,6.5834
8,6.5781
8,6.3911
8,6.5624
8,6.5065
8,6.5814
4,6.3982
4,6.5604
4,6.4136
4,6.2832
4,6.1787
4,5.9998
4,5.9143
4,5.6888
4,5.6137
4,5.3875
8,5.3178
8,5.1948
8,5.2198
8,5.305
8,5.498
8,5.8023
8,5.7837
8,5.8812
8,6.0123
8,6.0762
8,6.1123
8,6.2682
8,6.2034
8,6.2933
8,6.2882
8,6.393
8,6.2933
8,6.386
8,6.4785
8,6.393
4,6.4013
4,6.5624
4,6.2983
4,6.2983
4,6.0762
4,5.9931
4,5.709
4,5.8003
4,5.5069
4,5.4004
8,5.2198
8,5.0973
8,5.2156
8,5.2965
8,5.5957
8,5.6002
8,5.8023
8,5.8859
8,5.9979
8,6.083
8,6.1104
8,6.1905
8,6.2682
8,6.2782
8,6.2933
8,6.3034
8,6.3911
8,6.4701
8,6.4013
8,6.386
4,6.4805
4,6.3911
4,6.3809
4,6.1955
4,6.1855
4,5.9979
4,5.791
4,5.6247
4,5.4961
4,5.3961
4,5.305
4,5.1178
4,5.0158
4,4.8105
4,4.8221
4,4.6244
4,4.6079
4,4.3184
4,4.3307
4,4.2294
4,4.1297
4,4.019
4,4.0331
4,3.7354
4,3.8404
4,3.7364
4,3.7305
4,3.5465
4,3.5276
4,3.5408
8,3.5417
8,3.4293
8,3.6367
8,4.0318
8,4.514
8,4.7072
8,5.1055
8,5.2156
8,5.4893
8,5.6002
4,5.8069
4,5.8906
4,5.7957
4,5.6908
4,5.6092
4,5.5024
4,5.3178
4,5.2073
4,5.0158
4,5.0179
8,4.8144
8,4.6079
8,4.8183
8,5.0099
8,5.2073
8,5.4937
8,5.498
8,5.8069
8,5.8953
8,5.8859
8,5.9979
8,6.1757
8,6.1006
8,6.2983
8,6.2832
8,6.2832
8,6.2983
8,6.4733
8,6.3828
8,6.2933
4,6.4889
4,6.4805
4,6.3084
4,6.2682
4,5.9931
4,5.9931
4,5.8162
4,5.6797
4,5.5157
4,5.3093
8,5.307
8,5.1137
8,5.199
8,5.3093
8,5.5024
8,5.6979
8,5.7837
8,5.8953
8,6.0075
8,6.0762
8,6.1025
8,6.2782
8,6.2004
8,6.2933
8,6.3656
8,6.2983
8,6.3911
8,6.3707
8,6.4961
8,6.386
8,6.4857
8,6.3911
8,6.4837
8,6.4805
8,6.3911
8,6.5676
8,6.4857
8,6.4889
8,6.5887
8,6.4941
4,6.4753
4,6.4837
4,6.4805
4,6.2933
4,6.1006
4,6.0879
4,5.793
4,5.7208
